GO.ID	Term	Annotated	Significant	Expected	classic
GO:0018130	heterocycle biosynthetic process	871	598	571.82	0.02444
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	38	31	24.95	0.02453
GO:1903362	regulation of cellular protein catabolic process	38	31	24.95	0.02453
GO:0010556	regulation of macromolecule biosynthetic process	707	488	464.15	0.02485
GO:0044744	protein targeting to nucleus	56	44	36.76	0.02536
GO:0045859	regulation of protein kinase activity	63	49	41.36	0.02559
GO:0051241	negative regulation of multicellular organismal process	137	101	89.94	0.02571
GO:0035010	encapsulation of foreign target	34	28	22.32	0.02601
GO:0045747	positive regulation of Notch signaling pathway	34	28	22.32	0.02601
GO:0061136	regulation of proteasomal protein catabolic process	34	28	22.32	0.02601
GO:0007267	cell-cell signaling	384	270	252.1	0.02621
GO:0043623	cellular protein complex assembly	127	94	83.38	0.02621
GO:0007088	regulation of mitotic nuclear division	45	36	29.54	0.02666
GO:0006383	transcription from RNA polymerase III promoter	18	16	11.82	0.02670
GO:0007277	pole cell development	18	16	11.82	0.02670
GO:0061057	peptidoglycan recognition protein signaling pathway	18	16	11.82	0.02670
GO:0042742	defense response to bacterium	153	112	100.45	0.02681
GO:0045596	negative regulation of cell differentiation	80	61	52.52	0.02687
GO:0048513	organ development	987	675	647.97	0.02689
GO:0006810	transport	1248	849	819.32	0.02691
GO:0051171	regulation of nitrogen compound metabolic process	827	568	542.93	0.02701
GO:0030029	actin filament-based process	214	154	140.49	0.02719
GO:0031396	regulation of protein ubiquitination	30	25	19.7	0.02725
GO:0070997	neuron death	30	25	19.7	0.02725
GO:0007346	regulation of mitotic cell cycle	169	123	110.95	0.02749
GO:0009101	glycoprotein biosynthetic process	73	56	47.93	0.02757
GO:0060627	regulation of vesicle-mediated transport	73	56	47.93	0.02757
GO:0009887	organ morphogenesis	614	425	403.1	0.02763
GO:0009725	response to hormone	52	41	34.14	0.02776
GO:0006090	pyruvate metabolic process	26	22	17.07	0.02805
GO:0042306	regulation of protein import into nucleus	26	22	17.07	0.02805
GO:1900180	regulation of protein localization to nucleus	26	22	17.07	0.02805
GO:1903533	regulation of protein targeting	26	22	17.07	0.02805
GO:1904589	regulation of protein import	26	22	17.07	0.02805
GO:0009201	ribonucleoside triphosphate biosynthetic process	22	19	14.44	0.02807
GO:0042384	cilium assembly	22	19	14.44	0.02807
GO:0048814	regulation of dendrite morphogenesis	22	19	14.44	0.02807
GO:0009057	macromolecule catabolic process	302	214	198.27	0.02840
GO:0007446	imaginal disc growth	41	33	26.92	0.02884
GO:0032535	regulation of cellular component size	113	84	74.19	0.02933
GO:0007165	signal transduction	1006	687	660.45	0.03014
GO:0051716	cellular response to stimulus	1389	942	911.89	0.03022
GO:0007422	peripheral nervous system development	69	53	45.3	0.03045
GO:1902531	regulation of intracellular signal transduction	254	181	166.75	0.03083
GO:0010721	negative regulation of cell development	55	43	36.11	0.03094
GO:0006461	protein complex assembly	238	170	156.25	0.03150
GO:0044707	single-multicellular organism process	2338	1570	1534.92	0.03178
GO:0032879	regulation of localization	263	187	172.66	0.03221
GO:0090066	regulation of anatomical structure size	158	115	103.73	0.03225
GO:0071495	cellular response to endogenous stimulus	132	97	86.66	0.03238
GO:0006357	regulation of transcription from RNA polymerase II promoter	338	238	221.9	0.03238
GO:0019438	aromatic compound biosynthetic process	857	587	562.63	0.03268
GO:0006893	Golgi to plasma membrane transport	13	12	8.53	0.03271
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	13	12	8.53	0.03271
GO:0015012	heparan sulfate proteoglycan biosynthetic process	13	12	8.53	0.03271
GO:0030201	heparan sulfate proteoglycan metabolic process	13	12	8.53	0.03271
GO:0034314	Arp2/3 complex-mediated actin nucleation	13	12	8.53	0.03271
GO:0042558	pteridine-containing compound metabolic process	13	12	8.53	0.03271
GO:0061162	establishment of monopolar cell polarity	13	12	8.53	0.03271
GO:0061339	establishment or maintenance of monopolar cell polarity	13	12	8.53	0.03271
GO:0048729	tissue morphogenesis	535	371	351.23	0.03309
GO:0019731	antibacterial humoral response	44	35	28.89	0.03311
GO:0043065	positive regulation of apoptotic process	44	35	28.89	0.03311
GO:0043624	cellular protein complex disassembly	44	35	28.89	0.03311
GO:0050776	regulation of immune response	122	90	80.09	0.03320
GO:0051494	negative regulation of cytoskeleton organization	33	27	21.66	0.03323
GO:0031347	regulation of defense response	112	83	73.53	0.03384
GO:0032870	cellular response to hormone stimulus	51	40	33.48	0.03399
GO:0050804	modulation of synaptic transmission	51	40	33.48	0.03399
GO:0032501	multicellular organismal process	2536	1700	1664.91	0.03427
GO:0007096	regulation of exit from mitosis	8	8	5.25	0.03443
GO:0030588	pseudocleavage	8	8	5.25	0.03443
GO:0030589	pseudocleavage involved in syncytial blastoderm formation	8	8	5.25	0.03443
GO:0031445	regulation of heterochromatin assembly	8	8	5.25	0.03443
GO:0035384	thioester biosynthetic process	8	8	5.25	0.03443
GO:0045704	regulation of salivary gland boundary specification	8	8	5.25	0.03443
GO:0045705	negative regulation of salivary gland boundary specification	8	8	5.25	0.03443
GO:0046426	negative regulation of JAK-STAT cascade	8	8	5.25	0.03443
GO:0048100	wing disc anterior/posterior pattern formation	8	8	5.25	0.03443
GO:0050775	positive regulation of dendrite morphogenesis	8	8	5.25	0.03443
GO:0051220	cytoplasmic sequestering of protein	8	8	5.25	0.03443
GO:0071616	acyl-CoA biosynthetic process	8	8	5.25	0.03443
GO:0043901	negative regulation of multi-organism process	29	24	19.04	0.03523
GO:0044765	single-organism transport	1105	752	725.44	0.03536
GO:0061564	axon development	240	171	157.56	0.03539
GO:0016569	covalent chromatin modification	141	103	92.57	0.03572
GO:0016570	histone modification	141	103	92.57	0.03572
GO:0060284	regulation of cell development	186	134	122.11	0.03575
GO:0006733	oxidoreduction coenzyme metabolic process	40	32	26.26	0.03605
GO:0000003	reproduction	843	577	553.44	0.03651
GO:0009135	purine nucleoside diphosphate metabolic process	17	15	11.16	0.03667
GO:0009179	purine ribonucleoside diphosphate metabolic process	17	15	11.16	0.03667
GO:0009185	ribonucleoside diphosphate metabolic process	17	15	11.16	0.03667
GO:0043523	regulation of neuron apoptotic process	17	15	11.16	0.03667
GO:0046031	ADP metabolic process	17	15	11.16	0.03667
GO:0035329	hippo signaling	25	21	16.41	0.03680
GO:0072553	terminal button organization	25	21	16.41	0.03680
GO:2001251	negative regulation of chromosome organization	25	21	16.41	0.03680
GO:0051239	regulation of multicellular organismal process	512	355	336.13	0.03699
GO:0051345	positive regulation of hydrolase activity	61	47	40.05	0.03718
GO:0001655	urogenital system development	47	37	30.86	0.03733
GO:0072001	renal system development	47	37	30.86	0.03733
GO:0010564	regulation of cell cycle process	160	116	105.04	0.03735
GO:0006366	transcription from RNA polymerase II promoter	392	274	257.35	0.03750
GO:0006626	protein targeting to mitochondrion	21	18	13.79	0.03754
GO:0009145	purine nucleoside triphosphate biosynthetic process	21	18	13.79	0.03754
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	21	18	13.79	0.03754
GO:0016321	female meiosis chromosome segregation	21	18	13.79	0.03754
GO:0030032	lamellipodium assembly	21	18	13.79	0.03754
GO:0031532	actin cytoskeleton reorganization	21	18	13.79	0.03754
GO:0051568	histone H3-K4 methylation	21	18	13.79	0.03754
GO:0070585	protein localization to mitochondrion	21	18	13.79	0.03754
GO:0072655	establishment of protein localization to mitochondrion	21	18	13.79	0.03754
GO:0097581	lamellipodium organization	21	18	13.79	0.03754
GO:0071407	cellular response to organic cyclic compound	54	42	35.45	0.03759
GO:0031929	TOR signaling	36	29	23.63	0.03912
GO:0050778	positive regulation of immune response	64	49	42.02	0.04022
GO:0033157	regulation of intracellular protein transport	43	34	28.23	0.04095
GO:0051704	multi-organism process	988	673	648.63	0.04151
GO:0009100	glycoprotein metabolic process	74	56	48.58	0.04158
GO:0019752	carboxylic acid metabolic process	254	180	166.75	0.04178
GO:0031329	regulation of cellular catabolic process	117	86	76.81	0.04194
GO:0065003	macromolecular complex assembly	307	216	201.55	0.04198
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	32	26	21.01	0.04225
GO:0046822	regulation of nucleocytoplasmic transport	32	26	21.01	0.04225
GO:0048878	chemical homeostasis	107	79	70.25	0.04301
GO:0006631	fatty acid metabolic process	67	51	43.99	0.04320
GO:0070271	protein complex biogenesis	241	171	158.22	0.04363
GO:0048589	developmental growth	291	205	191.04	0.04364
GO:0080135	regulation of cellular response to stress	97	72	63.68	0.04382
GO:0043069	negative regulation of programmed cell death	77	58	50.55	0.04413
GO:0006955	immune response	244	173	160.19	0.04420
GO:0044712	single-organism catabolic process	244	173	160.19	0.04420
GO:2000026	regulation of multicellular organismal development	368	257	241.6	0.04530
GO:0043409	negative regulation of MAPK cascade	28	23	18.38	0.04530
GO:0045570	regulation of imaginal disc growth	28	23	18.38	0.04530
GO:0048134	germ-line cyst formation	28	23	18.38	0.04530
GO:2000647	negative regulation of stem cell proliferation	28	23	18.38	0.04530
GO:0050768	negative regulation of neurogenesis	46	36	30.2	0.04571
GO:0022402	cell cycle process	582	401	382.09	0.04576
GO:0051240	positive regulation of multicellular organismal process	155	112	101.76	0.04608
GO:0043900	regulation of multi-organism process	126	92	82.72	0.04626
GO:0000042	protein targeting to Golgi	12	11	7.88	0.04652
GO:0000132	establishment of mitotic spindle orientation	12	11	7.88	0.04652
GO:0000301	retrograde transport, vesicle recycling within Golgi	12	11	7.88	0.04652
GO:0034067	protein localization to Golgi apparatus	12	11	7.88	0.04652
GO:0043401	steroid hormone mediated signaling pathway	12	11	7.88	0.04652
GO:0045665	negative regulation of neuron differentiation	12	11	7.88	0.04652
GO:0046958	nonassociative learning	12	11	7.88	0.04652
GO:0048545	response to steroid hormone	12	11	7.88	0.04652
GO:0071383	cellular response to steroid hormone stimulus	12	11	7.88	0.04652
GO:0072600	establishment of protein localization to Golgi	12	11	7.88	0.04652
GO:0090304	nucleic acid metabolic process	1299	879	852.8	0.04741
GO:0010256	endomembrane system organization	129	94	84.69	0.04765
GO:0006414	translational elongation	24	20	15.76	0.04801
GO:0006612	protein targeting to membrane	24	20	15.76	0.04801
GO:0007019	microtubule depolymerization	24	20	15.76	0.04801
GO:0000209	protein polyubiquitination	35	28	22.98	0.04903
GO:0016322	neuron remodeling	35	28	22.98	0.04903
GO:0051223	regulation of protein transport	56	43	36.76	0.04939
GO:0051258	protein polymerization	56	43	36.76	0.04939
GO:0009755	hormone-mediated signaling pathway	20	17	13.13	0.04992
GO:0070972	protein localization to endoplasmic reticulum	20	17	13.13	0.04992
GO:0006613	cotranslational protein targeting to membrane	16	14	10.5	0.05009
GO:0050905	neuromuscular process	16	14	10.5	0.05009
GO:1901800	positive regulation of proteasomal protein catabolic process	16	14	10.5	0.05009
GO:0046620	regulation of organ growth	49	38	32.17	0.05033
GO:0009163	nucleoside biosynthetic process	42	33	27.57	0.05040
GO:0042455	ribonucleoside biosynthetic process	42	33	27.57	0.05040
GO:1901659	glycosyl compound biosynthetic process	42	33	27.57	0.05040
GO:0007264	small GTPase mediated signal transduction	186	133	122.11	0.05042
GO:0007268	synaptic transmission	186	133	122.11	0.05042
GO:0006897	endocytosis	292	205	191.7	0.05234
GO:0009218	pyrimidine ribonucleotide metabolic process	7	7	4.6	0.05248
GO:0009220	pyrimidine ribonucleotide biosynthetic process	7	7	4.6	0.05248
GO:0019682	glyceraldehyde-3-phosphate metabolic process	7	7	4.6	0.05248
GO:0031102	neuron projection regeneration	7	7	4.6	0.05248
GO:0031103	axon regeneration	7	7	4.6	0.05248
GO:0042308	negative regulation of protein import into nucleus	7	7	4.6	0.05248
GO:0043200	response to amino acid	7	7	4.6	0.05248
GO:0043506	regulation of JUN kinase activity	7	7	4.6	0.05248
GO:0046533	negative regulation of photoreceptor cell differentiation	7	7	4.6	0.05248
GO:0048934	peripheral nervous system neuron differentiation	7	7	4.6	0.05248
GO:0048935	peripheral nervous system neuron development	7	7	4.6	0.05248
GO:1900181	negative regulation of protein localization to nucleus	7	7	4.6	0.05248
GO:1904590	negative regulation of protein import	7	7	4.6	0.05248
GO:0002009	morphogenesis of an epithelium	525	362	344.67	0.05296
GO:0070201	regulation of establishment of protein localization	59	45	38.73	0.05318
GO:0035088	establishment or maintenance of apical/basal cell polarity	31	25	20.35	0.05342
GO:0061245	establishment or maintenance of bipolar cell polarity	31	25	20.35	0.05342
GO:0045089	positive regulation of innate immune response	38	30	24.95	0.05553
GO:0043241	protein complex disassembly	45	35	29.54	0.05572
GO:0007409	axonogenesis	232	164	152.31	0.05647
GO:0007552	metamorphosis	405	281	265.89	0.05657
GO:0031344	regulation of cell projection organization	82	61	53.83	0.05701
GO:0051298	centrosome duplication	72	54	47.27	0.05741
GO:1901701	cellular response to oxygen-containing compound	72	54	47.27	0.05741
GO:0006914	autophagy	121	88	79.44	0.05780
GO:1901987	regulation of cell cycle phase transition	121	88	79.44	0.05780
GO:1901990	regulation of mitotic cell cycle phase transition	121	88	79.44	0.05780
GO:0034440	lipid oxidation	27	22	17.73	0.05791
GO:0060491	regulation of cell projection assembly	27	22	17.73	0.05791
GO:0071396	cellular response to lipid	27	22	17.73	0.05791
GO:0002252	immune effector process	95	70	62.37	0.05818
GO:0051960	regulation of nervous system development	216	153	141.81	0.05840
GO:0051604	protein maturation	55	42	36.11	0.05908
GO:0043254	regulation of protein complex assembly	65	49	42.67	0.06038
GO:0007447	imaginal disc pattern formation	75	56	49.24	0.06038
GO:0032984	macromolecular complex disassembly	48	37	31.51	0.06082
GO:0071702	organic substance transport	468	323	307.25	0.06121
GO:0046331	lateral inhibition	162	116	106.35	0.06128
GO:0009142	nucleoside triphosphate biosynthetic process	23	19	15.1	0.06225
GO:0030198	extracellular matrix organization	23	19	15.1	0.06225
GO:0010623	developmental programmed cell death	133	96	87.32	0.06390
GO:0008593	regulation of Notch signaling pathway	91	67	59.74	0.06442
GO:0044772	mitotic cell cycle phase transition	136	98	89.29	0.06534
GO:0002165	instar larval or pupal development	467	322	306.59	0.06538
GO:0008544	epidermis development	51	39	33.48	0.06570
GO:0006024	glycosaminoglycan biosynthetic process	11	10	7.22	0.06581
GO:0006637	acyl-CoA metabolic process	11	10	7.22	0.06581
GO:0032008	positive regulation of TOR signaling	11	10	7.22	0.06581
GO:0035383	thioester metabolic process	11	10	7.22	0.06581
GO:0042045	epithelial fluid transport	11	10	7.22	0.06581
GO:0043001	Golgi to plasma membrane protein transport	11	10	7.22	0.06581
GO:0045196	establishment or maintenance of neuroblast polarity	11	10	7.22	0.06581
GO:0048854	brain morphogenesis	11	10	7.22	0.06581
GO:0050805	negative regulation of synaptic transmission	11	10	7.22	0.06581
GO:0090162	establishment of epithelial cell polarity	11	10	7.22	0.06581
